age,sex,province,education,income_family,place_birth_canada,n,cell_prop_of_division_total
65 years and over,Female,Quebec,High school diploma or a high school equivalency certificate,"$50,000 to $74,999",Born in Canada,991,0.0013251621685590232
65 years and over,Female,Quebec,High school diploma or a high school equivalency certificate,"$50,000 to $74,999",Born outside Canada,70,9.360378587197944e-5
65 years and over,Female,Quebec,High school diploma or a high school equivalency certificate,"$75,000 to $99,999",Born in Canada,436,5.830178662883291e-4
65 years and over,Female,Quebec,High school diploma or a high school equivalency certificate,"$75,000 to $99,999",Born outside Canada,51,6.819704399244216e-5
65 years and over,Female,Quebec,High school diploma or a high school equivalency certificate,"$10,000 to $149,999",Born in Canada,248,3.316248413750129e-4
65 years and over,Female,Quebec,High school diploma or a high school equivalency certificate,"$10,000 to $149,999",Born outside Canada,27,3.6104317407763496e-5
65 years and over,Female,Quebec,High school diploma or a high school equivalency certificate,"$150,000 and more",Born in Canada,89,1.1901052775151671e-4
65 years and over,Female,Quebec,High school diploma or a high school equivalency certificate,"$150,000 and more",Born outside Canada,27,3.6104317407763496e-5
65 years and over,Female,Quebec,"College, CEGEP or other non-university certificate or diploma","Less than $25,000",Born in Canada,287,3.837755220751157e-4
65 years and over,Female,Quebec,"College, CEGEP or other non-university certificate or diploma","Less than $25,000",Born outside Canada,73,9.761537669506427e-5
65 years and over,Female,Quebec,"College, CEGEP or other non-university certificate or diploma","$25,000 to $49,999",Born in Canada,471,6.298197592243188e-4
65 years and over,Female,Quebec,"College, CEGEP or other non-university certificate or diploma","$25,000 to $49,999",Born outside Canada,79,1.0563855834123395e-4
65 years and over,Female,Quebec,"College, CEGEP or other non-university certificate or diploma","$50,000 to $74,999",Born in Canada,254,3.396480230211825e-4
65 years and over,Female,Quebec,"College, CEGEP or other non-university certificate or diploma","$50,000 to $74,999",Born outside Canada,39,5.215068070010283e-5
65 years and over,Female,Quebec,"College, CEGEP or other non-university certificate or diploma","$75,000 to $99,999",Born in Canada,125,1.6714961762853472e-4
65 years and over,Female,Quebec,"College, CEGEP or other non-university certificate or diploma","$75,000 to $99,999",Born outside Canada,14,1.872075717439589e-5
65 years and over,Female,Quebec,"College, CEGEP or other non-university certificate or diploma","$10,000 to $149,999",Born in Canada,62,8.290621034375322e-5
65 years and over,Female,Quebec,"College, CEGEP or other non-university certificate or diploma","$10,000 to $149,999",Born outside Canada,7,9.360378587197945e-6
65 years and over,Female,Quebec,"College, CEGEP or other non-university certificate or diploma","$150,000 and more",Born in Canada,18,2.4069544938509e-5
65 years and over,Female,Quebec,"College, CEGEP or other non-university certificate or diploma","$150,000 and more",Born outside Canada,2,2.6743938820565553e-6
65 years and over,Female,Quebec,University certificate or diploma below the bachelor's level,"Less than $25,000",Born in Canada,408,5.455763519395373e-4
65 years and over,Female,Quebec,University certificate or diploma below the bachelor's level,"Less than $25,000",Born outside Canada,88,1.1767333081048844e-4
65 years and over,Female,Quebec,University certificate or diploma below the bachelor's level,"$25,000 to $49,999",Born in Canada,1055,0.001410742772784833
65 years and over,Female,Quebec,University certificate or diploma below the bachelor's level,"$25,000 to $49,999",Born outside Canada,105,1.4040567880796917e-4
65 years and over,Female,Quebec,University certificate or diploma below the bachelor's level,"$50,000 to $74,999",Born in Canada,776,0.0010376648262379435
65 years and over,Female,Quebec,University certificate or diploma below the bachelor's level,"$50,000 to $74,999",Born outside Canada,47,6.284825622832905e-5
65 years and over,Female,Quebec,University certificate or diploma below the bachelor's level,"$75,000 to $99,999",Born in Canada,474,6.338313500474037e-4
65 years and over,Female,Quebec,University certificate or diploma below the bachelor's level,"$75,000 to $99,999",Born outside Canada,48,6.418545316935733e-5
65 years and over,Female,Quebec,University certificate or diploma below the bachelor's level,"$10,000 to $149,999",Born in Canada,285,3.8110112819305915e-4
65 years and over,Female,Quebec,University certificate or diploma below the bachelor's level,"$10,000 to $149,999",Born outside Canada,35,4.680189293598972e-5
65 years and over,Female,Quebec,University certificate or diploma below the bachelor's level,"$150,000 and more",Born in Canada,110,1.4709166351311055e-4
65 years and over,Female,Quebec,University certificate or diploma below the bachelor's level,"$150,000 and more",Born outside Canada,18,2.4069544938509e-5
65 years and over,Female,Quebec,Bachelor's degree,"Less than $25,000",Born in Canada,98,1.3104530022077122e-4
65 years and over,Female,Quebec,Bachelor's degree,"Less than $25,000",Born outside Canada,42,5.6162271523187664e-5
65 years and over,Female,Quebec,Bachelor's degree,"$25,000 to $49,999",Born in Canada,245,3.2761325055192804e-4
65 years and over,Female,Quebec,Bachelor's degree,"$25,000 to $49,999",Born outside Canada,57,7.622022563861182e-5
65 years and over,Female,Quebec,Bachelor's degree,"$50,000 to $74,999",Born in Canada,295,3.944730976033419e-4
65 years and over,Female,Quebec,Bachelor's degree,"$50,000 to $74,999",Born outside Canada,42,5.6162271523187664e-5
65 years and over,Female,Quebec,Bachelor's degree,"$75,000 to $99,999",Born in Canada,199,2.661021912646273e-4
65 years and over,Female,Quebec,Bachelor's degree,"$75,000 to $99,999",Born outside Canada,32,4.2790302112904885e-5
65 years and over,Female,Quebec,Bachelor's degree,"$10,000 to $149,999",Born in Canada,198,2.64764994323599e-4
65 years and over,Female,Quebec,Bachelor's degree,"$10,000 to $149,999",Born outside Canada,28,3.744151434879178e-5
65 years and over,Female,Quebec,Bachelor's degree,"$150,000 and more",Born in Canada,88,1.1767333081048844e-4
65 years and over,Female,Quebec,Bachelor's degree,"$150,000 and more",Born outside Canada,20,2.6743938820565553e-5
65 years and over,Female,Quebec,"University certificate, diploma or degree above the bachelor's level","Less than $25,000",Born in Canada,36,4.8139089877018e-5
65 years and over,Female,Quebec,"University certificate, diploma or degree above the bachelor's level","Less than $25,000",Born outside Canada,21,2.8081135761593832e-5
65 years and over,Female,Quebec,"University certificate, diploma or degree above the bachelor's level","$25,000 to $49,999",Born in Canada,92,1.2302211857460156e-4
65 years and over,Female,Quebec,"University certificate, diploma or degree above the bachelor's level","$25,000 to $49,999",Born outside Canada,46,6.151105928730078e-5
65 years and over,Female,Quebec,"University certificate, diploma or degree above the bachelor's level","$50,000 to $74,999",Born in Canada,124,1.6581242068750644e-4
65 years and over,Female,Quebec,"University certificate, diploma or degree above the bachelor's level","$50,000 to $74,999",Born outside Canada,31,4.145310517187661e-5
65 years and over,Female,Quebec,"University certificate, diploma or degree above the bachelor's level","$75,000 to $99,999",Born in Canada,96,1.2837090633871466e-4
65 years and over,Female,Quebec,"University certificate, diploma or degree above the bachelor's level","$75,000 to $99,999",Born outside Canada,13,1.738356023336761e-5
65 years and over,Female,Quebec,"University certificate, diploma or degree above the bachelor's level","$10,000 to $149,999",Born in Canada,118,1.5778923904133678e-4
65 years and over,Female,Quebec,"University certificate, diploma or degree above the bachelor's level","$10,000 to $149,999",Born outside Canada,26,3.476712046673522e-5
65 years and over,Female,Quebec,"University certificate, diploma or degree above the bachelor's level","$150,000 and more",Born in Canada,72,9.6278179754036e-5
65 years and over,Female,Quebec,"University certificate, diploma or degree above the bachelor's level","$150,000 and more",Born outside Canada,25,3.3429923525706946e-5
65 years and over,Female,Ontario,Less than high school diploma or its equivalent,"Less than $25,000",Born in Canada,1260,0.00168486814569563
65 years and over,Female,Ontario,Less than high school diploma or its equivalent,"Less than $25,000",Born outside Canada,1755,0.0023467806315046274
65 years and over,Female,Ontario,Less than high school diploma or its equivalent,"$25,000 to $49,999",Born in Canada,1851,0.002475151537843342
65 years and over,Female,Ontario,Less than high school diploma or its equivalent,"$25,000 to $49,999",Born outside Canada,1804,0.002412303281615013
65 years and over,Female,Ontario,Less than high school diploma or its equivalent,"$50,000 to $74,999",Born in Canada,873,0.0011673729295176864
65 years and over,Female,Ontario,Less than high school diploma or its equivalent,"$50,000 to $74,999",Born outside Canada,714,9.547586158941902e-4
65 years and over,Female,Ontario,Less than high school diploma or its equivalent,"$75,000 to $99,999",Born in Canada,359,4.800537018291517e-4
65 years and over,Female,Ontario,Less than high school diploma or its equivalent,"$75,000 to $99,999",Born outside Canada,304,4.065078700725964e-4
65 years and over,Female,Ontario,Less than high school diploma or its equivalent,"$10,000 to $149,999",Born in Canada,199,2.661021912646273e-4
65 years and over,Female,Ontario,Less than high school diploma or its equivalent,"$10,000 to $149,999",Born outside Canada,231,3.0889249337753214e-4
65 years and over,Female,Ontario,Less than high school diploma or its equivalent,"$150,000 and more",Born in Canada,67,8.95921950488946e-5
65 years and over,Female,Ontario,Less than high school diploma or its equivalent,"$150,000 and more",Born outside Canada,110,1.4709166351311055e-4
65 years and over,Female,Ontario,High school diploma or a high school equivalency certificate,"Less than $25,000",Born in Canada,759,0.0010149324782404627
65 years and over,Female,Ontario,High school diploma or a high school equivalency certificate,"Less than $25,000",Born outside Canada,894,0.0011954540652792803
65 years and over,Female,Ontario,High school diploma or a high school equivalency certificate,"$25,000 to $49,999",Born in Canada,1685,0.002253176845632648
65 years and over,Female,Ontario,High school diploma or a high school equivalency certificate,"$25,000 to $49,999",Born outside Canada,1101,0.0014722538320721338
65 years and over,Female,Ontario,High school diploma or a high school equivalency certificate,"$50,000 to $74,999",Born in Canada,1294,0.0017303328416905914
65 years and over,Female,Ontario,High school diploma or a high school equivalency certificate,"$50,000 to $74,999",Born outside Canada,608,8.130157401451928e-4
65 years and over,Female,Ontario,High school diploma or a high school equivalency certificate,"$75,000 to $99,999",Born in Canada,773,0.0010336532354148587
65 years and over,Female,Ontario,High school diploma or a high school equivalency certificate,"$75,000 to $99,999",Born outside Canada,368,4.920884742984062e-4
65 years and over,Female,Ontario,High school diploma or a high school equivalency certificate,"$10,000 to $149,999",Born in Canada,540,7.2208634815527e-4
65 years and over,Female,Ontario,High school diploma or a high school equivalency certificate,"$10,000 to $149,999",Born outside Canada,268,3.583687801955784e-4
65 years and over,Female,Ontario,High school diploma or a high school equivalency certificate,"$150,000 and more",Born in Canada,275,3.677291587827764e-4
